,filename,label,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63
121,ecg_window_206_2_0.npz,0,-0.3166626,-0.37537044,0.02648372,0.63267106,-0.04736597,-0.5922309,-1.1588966,0.86611485,0.0137027735,1.129365,0.8715761,-0.2630862,-0.9800941,0.16115607,0.46017417,-0.34308687,-0.86138994,-0.028507017,-0.79869974,0.21748596,-0.4577084,0.9303556,-0.27850875,-0.6444117,-0.17806223,-0.7376923,-0.27442944,-0.120822676,0.9147048,1.2243154,0.26191655,1.043487,-0.17281944,-0.62182105,-0.61114025,-0.27943146,-0.16518973,0.43723974,-0.8069667,-0.2506729,0.55043286,0.15987529,0.6103417,0.31635457,0.16504544,0.60675657,-0.55447334,0.2190237,0.6772615,-0.52444905,-0.2821486,-0.26178032,0.8962704,0.3335496,0.77273405,0.23859641,0.4770342,0.34628353,1.3795723,-1.0170164,-0.9387153,0.9742756,-0.63248825,-0.1547155
122,ecg_window_21_2_1.npz,1,0.38727325,-0.43802056,0.8578098,0.100165986,0.1766942,0.0635261,-1.0563943,0.93073356,-0.60607153,1.1889275,0.8553951,0.7404276,-1.0177274,-0.7714182,-0.6684129,-1.1336175,-1.293961,0.2882959,-0.81272256,0.48419386,-0.09765186,1.0881457,0.26311755,-1.0533062,0.28208858,-1.1169001,-0.16235173,0.44774938,1.2306103,0.6230524,-1.2559485,-0.034648184,0.7799356,-0.79304993,0.27584508,0.13304436,-0.4460007,0.039738227,0.12615404,-0.13220198,0.60218704,0.33674428,-0.33539218,-0.017233497,-0.0024054179,0.4356034,0.109562896,0.26743564,0.89295596,0.15814716,-0.19227467,-0.001749316,1.11972,-0.36559063,-0.13091335,0.6117902,0.33088085,0.1863527,1.2108344,-0.32806528,-1.3439937,0.05722845,-0.33590457,0.099823184
123,ecg_window_170_2_0.npz,0,0.47826496,-1.043669,-0.012834931,-0.61450905,-0.730726,0.42141584,-0.61143094,0.6743275,0.08778182,1.2105012,0.85122806,-0.27841625,-0.9198048,-0.37849277,1.1150281,0.47619334,-0.79843974,-0.5945902,-1.1279579,0.08191612,0.61361265,1.2202147,0.06399059,-0.08537852,0.9182031,-0.6437083,-0.44552392,1.0894601,0.9190249,1.208653,-0.44545585,-0.3043413,0.9224992,-0.51388115,0.26907346,-0.8157262,-0.22984621,1.0848243,0.61879086,-0.12568298,0.9359762,1.0066186,-0.49435568,-1.2145716,-0.50634956,0.93795794,-0.31221732,-0.4267787,0.36492985,-0.7826402,-0.18343392,-0.43394634,0.86681867,-0.5127929,1.0305492,-0.7983365,0.14686036,-0.22967663,1.2558103,0.096996516,-1.045988,0.7701012,-1.6649715,0.35096052
124,ecg_window_31_2_1.npz,1,0.11094202,-0.67257947,0.1968727,0.22492373,0.049794685,0.42068154,-1.1456921,0.6938543,-0.014286519,1.0518411,0.9153052,-0.15480535,-0.88286275,-1.176847,0.5410956,-0.41721797,-0.8717027,-0.6268657,-1.2549269,-0.20383953,0.19574903,0.8625458,0.019456334,-0.48814806,0.5286078,-0.53961587,-0.24396048,0.41217133,0.96226865,1.459897,-0.7497386,0.38654712,0.5503575,-0.5317259,0.073144004,0.76264346,-0.29259142,0.57224405,-0.045902237,-0.22373064,1.4194691,0.92235726,-0.116252765,-0.40626085,-0.24463546,0.49224073,-0.63001686,0.640353,0.6326658,-0.3175189,-0.012571928,-1.0327417,0.9552448,-0.35279396,-0.013686369,-0.2743181,0.26280752,-0.094167896,1.1484715,0.12677903,-1.0737956,0.70475745,-0.6299036,0.2900681
125,ecg_window_160_2_0.npz,0,0.4588354,-1.8879548,-0.928337,1.1974072,-0.32115728,1.5864933,0.82115066,0.106723666,0.56041986,-0.15153189,-0.024892023,-1.0364425,-0.062655754,0.45468512,1.0798763,1.3348863,0.013454521,0.40633556,-2.10199,-1.3112105,0.44259158,-0.41502342,-0.41776597,1.7454927,1.1748483,1.2697229,1.5316114,0.19108114,-1.3391261,0.6706679,-0.29721335,1.4346207,-1.1787337,-0.19349599,1.2723775,1.496678,-0.47738552,2.027335,-0.6229384,-1.0747894,0.7449076,0.01096947,-0.055340175,-0.807795,-0.68687487,0.6787563,0.34177226,0.54905814,0.1800613,-0.8495716,0.38554758,-0.42563844,0.017782297,0.71753514,-0.13310532,-1.4138058,-1.015811,-0.6763284,-0.28248495,0.24869804,0.40263385,1.3415015,0.26219037,0.89069116
126,ecg_window_49_1_0.npz,0,-0.087526694,1.6170928,-1.52054,0.6452104,-0.43742707,-0.457488,0.861893,0.70437914,-0.35928926,0.47638655,0.9705677,-0.9315263,-0.8335085,0.036610354,-1.5115622,-0.062186696,-0.10306259,1.4044044,-0.19366015,-0.79844755,-0.2445004,0.5606243,1.1414748,0.9967747,1.4738721,-0.035399046,1.2275839,0.25741348,-1.1779125,-0.013555075,0.5632294,-1.0134132,-0.122608386,-0.8647574,0.1675604,-1.143709,0.23655795,1.2391948,0.04765754,-1.0785943,-0.78704137,-0.44621554,-1.126759,0.33191785,-0.34377417,-0.064477295,0.48398,0.12897955,0.4003209,-0.038842436,-0.10804541,-0.23234187,0.9123128,-0.49976945,-1.4808238,-0.55442643,-0.16804072,0.07829759,0.595404,0.20184463,-0.35558525,-0.1481734,0.20480666,1.1035951
127,ecg_window_118_1_1.npz,1,0.5406253,1.2450879,0.63117975,-1.9732941,-1.2711567,-1.2846847,0.27803048,1.3210539,0.109224245,1.822806,1.71024,-0.14062561,-1.4674699,0.34482804,-0.29000905,-0.35699362,-1.2502618,-1.4982907,0.253113,1.1219641,0.47901666,2.0945523,1.5710124,-1.1432242,0.44088867,-2.1612532,-0.89466953,0.8391904,0.6487647,-0.09440156,-0.043473836,-1.8678168,0.46558553,-1.2326622,-1.6973809,-1.6145123,-0.31036022,-0.9739795,0.59214896,-0.42452312,-1.507793,-2.2912092,-0.7892852,-0.55320776,-0.103469536,-1.1291304,0.19383408,-2.066116,0.8603819,-0.27081093,0.026175158,0.011529226,1.5722319,-0.21096961,0.06707745,-0.049082674,-0.26125857,-0.7511997,2.0166628,0.3449478,-1.5507771,-0.18188132,-0.940448,-0.110446356
128,ecg_window_59_1_0.npz,0,-0.4301903,0.7021765,-0.72445947,-0.7622904,-1.0413735,-0.75344867,0.4210204,0.776474,-0.101157755,1.0251466,1.1843541,-0.7463217,-0.93231,-0.001876517,-0.29429013,0.35423616,-0.5606532,-0.6115181,0.012000573,0.6009542,0.35850134,1.2937907,-0.262729,0.020377621,0.25500527,-0.76051724,0.048897646,-0.4488148,-0.09352307,-0.1588246,-0.058981232,-0.65037745,1.1354032,-0.8773438,-0.20561841,-0.7162973,-0.31124026,0.5413712,0.023206303,-0.058903135,-0.6393107,-0.5795613,-0.2523751,-0.23635268,0.4432851,-0.721925,-0.09513425,-0.54205155,0.36044353,-0.46077663,-0.54576623,0.98906296,1.0520123,-0.035628363,0.9634282,0.050960843,0.4067614,0.5037,0.98138297,0.40747908,-1.0829686,-0.0494693,-0.32681143,-0.4603182
129,ecg_window_108_1_1.npz,1,0.24891113,1.7025855,2.0681388,-1.5393387,0.8955073,-0.91157126,0.038051087,1.4926883,-0.22434577,1.23308,1.4324286,0.58721596,-1.4029841,-0.579928,-1.3742929,-0.5087416,-1.8512247,-0.87725323,1.5606483,0.9683712,-0.3180641,1.679791,0.47862428,-1.3078917,-0.46130824,-2.727935,-0.6123785,-0.2425617,0.5208319,-1.727019,0.5171819,-2.177266,0.9003395,-1.5972214,-0.181473,-0.65621626,0.121653646,-1.7139008,0.38780057,-0.45083308,-1.1747944,-1.041043,-0.39559424,0.25009936,-0.12597254,-1.2261574,0.33585277,-0.1084793,2.0523899,0.7680579,0.040418424,0.004057028,1.5374801,-0.33292085,0.18191552,0.5292189,0.22139332,0.32663956,1.2794915,-0.09217632,-1.9675989,-2.1827424,0.69031364,-0.31400633
130,ecg_window_156_2_0.npz,0,-0.8673201,-0.18393348,0.22018442,1.6356777,-0.3451232,-0.097716995,-0.48306212,0.554635,-0.988935,0.6213442,0.53304386,-0.41393074,-0.73541945,-0.0029631266,0.2592385,-0.44423094,-0.619982,0.14503184,-0.5494948,0.21576971,-1.0447601,0.36894485,-1.2146511,-0.14271717,-0.24481608,0.02139221,0.87194455,-0.22287448,-0.076710075,1.1331699,0.29860175,0.8104772,0.53666055,-0.54268235,0.35204688,0.20884116,-0.27613112,1.236881,-0.7423724,-0.44363758,-0.3066467,-0.63836765,0.63692963,0.48621982,0.88277113,-0.25329885,-0.024904178,0.18202811,0.11447846,-0.5880703,-0.51650065,0.48236957,0.7451933,-1.6463951,0.9443824,0.9090036,0.348303,0.6284383,1.0537553,-0.86862445,-0.38069874,0.9755251,0.12549466,-0.40751785
131,ecg_window_17_2_1.npz,1,-0.110270634,-0.88777757,0.27315453,0.56961566,0.37929046,0.48806143,-0.8708019,0.6613896,0.19594969,0.56572485,0.67350894,-0.43862227,-0.7207765,-0.6574881,1.2417847,0.72902334,-0.8281528,0.6231944,-0.7813871,-1.1003898,0.056193214,0.29523298,-0.56549793,0.14932777,0.12584881,-0.05484368,0.43814325,-0.2556993,0.29124245,0.63305914,-0.54696095,1.2047112,-0.093296394,-0.5074403,0.93179446,1.450614,0.22967407,0.5210396,-0.16314918,-0.36497313,1.4343704,1.4421006,0.11551407,-0.060363814,-0.52322,0.7396656,-0.603382,1.21629,0.79058284,-0.3215444,-0.10395291,-0.81366336,0.65014637,-0.3401898,0.35837463,-0.29835847,0.27930784,-0.19338274,0.8030152,0.14892429,-0.7534422,0.5616814,0.25810486,0.2594455
132,ecg_window_146_2_0.npz,0,-0.6772722,-0.9632267,-1.3023714,2.0677817,0.2666973,0.46249312,0.17385463,0.3140086,-0.13201053,0.029470434,0.13225186,-0.80858064,-0.49592718,-0.14213768,-0.3720892,-1.027235,-0.26742697,1.9543499,-1.1897807,-1.6819246,-0.0736063,-0.3044523,-0.217815,1.1732442,-0.005747299,1.0868175,1.2505087,0.83892345,-0.62514865,-0.09633068,0.5953942,1.0929606,-1.2516432,-0.37925926,1.3721558,1.8365115,0.5590025,1.1050586,0.09623173,-0.96552724,0.7912348,0.0012920533,-0.5704846,-0.13360253,-0.10571788,0.9738673,-0.77280176,0.9198106,-0.0020345312,0.44705287,0.26972443,-0.5283475,0.3831559,-0.27903453,-0.5280723,-0.4028355,-0.11847974,0.16526817,0.12128302,-0.6329357,0.14027081,0.85050833,0.2208985,0.9844769
133,ecg_window_14_3_1.npz,1,-0.36557433,-0.47887498,-0.16602503,0.3493379,-0.57190764,0.78715104,-0.15492214,0.6245381,0.26718768,0.49339727,0.7039508,-0.8207343,-0.7351066,-0.5942146,0.29785985,0.6334827,-0.57308006,-0.029106438,-0.7583091,-1.3657943,0.5029661,0.38861498,-0.8047933,0.80761683,0.8968169,0.48809165,0.58175325,0.19020733,-0.45063597,0.8233832,-0.07929219,0.3894271,-0.52908665,-0.5667222,1.7238407,1.2617676,-0.2044575,1.3577049,0.49183258,-0.5625174,1.213922,0.8722206,0.13231947,-0.5002347,-0.5287664,0.4409498,0.2244056,0.9162973,0.2527668,-0.61697453,-0.29035914,0.007372949,0.77079767,-1.8732011,-0.023590263,-0.5775441,0.36222708,-0.41666988,0.7315306,0.65868556,-0.52004504,0.38244697,-0.16645488,0.5228146
134,ecg_window_220_2_0.npz,0,-0.09134156,1.0949192,-1.0450442,1.9172882,1.520957,0.9159408,-0.1643742,0.6991541,-0.18245654,0.24331169,0.49332646,-0.37940523,-0.6938667,0.63468015,-1.6105964,-0.688882,-0.67417824,1.1653435,0.5827673,-1.6298376,-0.75493926,-0.026926741,-0.48989776,0.9977815,0.553498,-0.2213178,0.63441056,-1.0156037,-0.07483577,0.50753015,0.25284475,1.535629,0.38248068,-0.6012385,0.03461166,0.20665294,-0.6594847,0.21231753,-0.30186197,-0.8870863,0.313096,0.37409857,0.54374105,0.7720235,-0.4319069,1.8233005,-0.6720868,2.0525255,1.0763385,0.86464465,0.9630088,-1.2951043,0.54718894,0.057602033,-1.535064,0.098557636,-0.05563932,0.5542097,0.21476685,-0.9626488,-0.35413465,0.20650762,1.0619988,-0.22947767
135,ecg_window_49_3_0.npz,0,0.2207583,-0.9612515,-0.24900687,0.32502627,0.34919098,0.4067322,-1.3784428,0.7477377,-0.060185622,1.1266279,0.77410847,0.17757356,-0.9080183,-0.27662915,-0.16472542,-0.2185145,-0.99287224,0.2381098,-1.1622231,-0.24333328,0.061154064,0.96175367,0.012696828,-0.77982473,0.1524871,-0.37393352,-0.5853694,0.4027869,1.3018833,0.75494254,-0.75999504,1.2578362,0.11950558,-0.5587474,1.5940913,0.7074777,-0.32298434,0.5371112,0.50154936,-0.076156594,1.2711648,1.5849527,0.11956464,-0.6004381,-0.2387149,0.91725236,0.19055109,0.5586202,0.7570135,0.0043880893,-0.33748674,0.030656824,0.9380433,-0.6172241,-0.23962355,0.022920197,0.7549176,0.11552718,1.0142701,-0.6034049,-1.1374539,-0.119788714,-0.71023273,-0.061838765
136,ecg_window_215_1_0.npz,0,-0.40603644,0.72875327,-0.12942825,-0.7377914,-0.35643315,0.310284,0.78864205,1.0080407,0.22171848,0.9199516,1.1357422,-0.5612579,-1.0153148,-0.06334607,0.6025101,0.98585415,-0.8981022,0.12777896,-0.034886144,0.42415005,-0.07779115,0.86747146,0.57848644,0.4744011,0.67447215,-0.7624014,0.33792353,0.18491752,-0.83000064,-0.55784464,0.3871312,-0.5351129,0.6710256,-1.1189004,-0.9883031,-0.42618465,0.00636851,-0.0077551217,-0.11557253,-1.0081577,-0.4260806,-1.1226811,-0.2849248,0.27188283,0.20313896,-1.4947113,0.82457715,-0.717083,0.77855414,-0.2077965,0.33830416,-0.30613157,1.0979742,-0.121328786,0.3888669,-0.4237973,-1.0026213,-0.04173036,0.99432504,0.019559648,-0.9169605,-0.14495748,0.2234632,0.4332856
137,ecg_window_59_3_0.npz,0,0.46507114,-1.163887,0.1652002,0.08597128,0.25431985,0.60796475,-1.2450974,0.6636762,0.057896003,1.1440928,0.72324747,0.4125737,-0.86909914,0.059796534,0.04932182,-0.254585,-1.0380906,0.13820659,-0.9938865,-0.12669669,0.056888446,0.9735994,0.04925259,-0.8702478,0.26025465,-0.5862226,-0.56999177,0.7718285,1.3812748,0.85639197,-0.59737927,1.1135535,0.6613164,-0.554749,1.2018688,0.5632269,-0.20206785,0.5672667,0.69351035,0.08917924,0.9641637,1.5758703,-0.2863119,-0.75557715,-0.3867833,0.60251987,0.00972671,0.30976096,0.64797205,-0.10109801,-0.14037475,-0.030880393,0.9257819,-0.9658144,0.30714267,-0.08533354,0.4833775,-0.015449201,1.0264572,-0.54646856,-1.1641384,0.04106079,-0.93571717,0.06797679
138,ecg_window_205_1_0.npz,0,-0.63337237,1.0504518,0.75277704,-0.1736499,2.1658428,-1.0329132,-0.3539682,1.5837927,0.5760232,0.8774432,1.2073642,-0.20591031,-1.2587517,0.31986785,-0.22649336,0.14427622,-1.565442,0.08295261,1.4223682,-0.1762544,-0.33376786,1.0632384,-0.52324975,-0.58617204,-0.21464428,-1.8064712,-0.61178964,-0.9001643,-0.120175906,-1.2131653,0.79104805,-0.50295967,1.5898187,-1.3526552,0.46844268,-0.09526479,0.022674097,-1.2053375,-0.40921304,-0.39816886,0.18438096,1.2732134,0.2858236,0.6453449,0.17118545,-0.5475679,-0.2761989,1.6335664,2.1655865,1.0132986,0.13658525,-0.53028077,1.1764244,0.8126908,0.5165457,0.511445,0.38237256,0.39411518,0.7331834,-0.44191796,-1.599699,-2.1158283,1.1728824,-0.5333654
139,ecg_window_21_0_1.npz,1,0.23148552,0.2930042,-0.2041392,-0.8558241,0.6812017,0.6130757,1.2537931,1.1680282,0.22118765,0.62794244,0.8780475,-0.21224259,-0.94247574,0.58401495,-1.5534108,1.8150003,-1.1629103,0.55707496,1.161982,-0.9606866,1.0294223,0.6723819,0.55966365,0.48454556,0.6670699,-0.484236,0.6479722,-0.13540149,-0.88318104,-1.8906531,-0.6250113,-0.5181329,0.24602684,-1.2685612,1.32813,0.26183885,0.19082698,-0.6345984,0.23357297,-0.9804007,-0.9059995,0.61170006,0.22024341,-1.1745836,-1.1943288,-0.824887,1.8662465,0.7122888,1.7834202,0.7499271,0.60232943,-0.6120552,0.8096578,0.34300488,-1.0470048,-0.35798487,-1.1370916,-0.5519361,-0.18851733,0.7328158,-0.9913255,-2.826831,0.72036123,0.61067796
140,ecg_window_31_0_1.npz,1,-0.32540578,0.530432,-0.017122563,-1.3949692,-1.360147,0.23577218,0.6201885,0.9109269,0.2187279,0.8582795,1.0710919,-1.0468385,-0.93877566,0.15133737,-0.98919255,1.0014911,-0.6403858,-0.49380535,0.55977577,-0.6754282,0.3441438,0.9645794,0.5370168,0.8672943,0.75002766,-0.25459397,-0.08109201,-0.07087863,-0.7316442,-1.3621227,-0.96419317,-0.6806848,-0.11557232,-1.0232376,0.38341063,0.6201717,-0.29533213,0.2867973,0.2927885,-0.7289126,-0.40058842,-0.073143184,-0.38617003,-0.123893924,-0.14006713,-1.0546948,0.9279345,0.06795825,0.6986011,-0.03912094,-0.09295686,-0.54665697,1.1291294,-1.5771451,-0.46614867,-0.5765037,-0.19507702,0.14870936,0.7221769,0.86329454,-0.93075246,-1.2092205,0.0004001113,0.6660201
141,ecg_window_22_1_1.npz,1,-0.49541122,0.23647776,-0.534841,-0.7456808,0.15284821,-0.027345266,0.838932,1.181536,0.18313383,0.7071973,1.1284243,-0.5083275,-0.898995,0.22365206,-0.2887326,1.3177729,-0.90625185,-0.22633807,0.7144106,-0.1542321,0.6055218,0.76200956,0.10969067,0.5371471,0.5503694,-0.57626384,0.5604421,-0.6376111,-0.88707495,-1.0538194,1.4323316,-0.6341481,0.25844848,-1.1545368,0.20849478,-0.013060422,0.412902,-0.53770894,-0.5188872,-0.7594793,0.017578725,0.15541492,-0.16913487,-0.026655028,-0.008449247,-1.2089605,0.15146975,0.17231466,1.2519653,0.24813163,0.08191189,-0.39482945,0.95780796,0.8787919,0.23064865,-0.14824177,-0.72030836,0.19910988,0.6760008,0.44725585,-1.0096596,-0.7917958,0.57416886,-0.15702936
142,ecg_window_173_1_0.npz,0,-0.4761498,0.96200186,0.20518284,-0.925196,-0.08409576,-0.5353972,0.182064,1.1398585,0.33889794,1.0157135,1.2803665,-0.879725,-1.0777018,-0.19199201,-0.6307277,0.7199706,-0.9756926,-0.12004166,0.07400575,-0.3859243,0.67228514,1.3003043,-0.09404008,0.16035326,0.1834042,-1.2690105,-0.7230135,-0.656754,0.21863171,-0.42491204,-0.8622927,-0.5475036,0.10941604,-1.1179615,0.47185338,-0.32797596,-0.7136348,-0.4000774,0.05850645,-0.208894,-0.50335497,0.12130505,0.55113,-0.3551014,-0.36079612,-0.5365833,0.45380098,0.63250184,1.2243105,0.21392561,0.42030746,0.16759294,1.2209485,-0.0090338895,-0.5338862,-0.551561,-0.15936506,0.10259585,1.0198301,0.5382453,-1.4005319,-1.0236686,0.39721853,0.000120855
143,ecg_window_32_1_1.npz,1,0.29315624,1.1793021,1.256535,-1.6087207,-0.18972138,-0.45063293,0.9298687,1.2869765,-0.5374173,1.1405265,1.1983356,0.3578029,-1.2597885,-0.55888236,-0.39648607,-0.55222875,-1.4273248,-0.39126506,0.98786175,1.2863126,-0.005211156,1.3713727,0.30845815,-0.45306706,0.36881575,-1.8266455,0.39069918,0.5243132,-0.2931131,-0.94666463,0.56148237,-2.371251,1.6774806,-1.4302485,-0.7822648,-0.43953866,0.18381813,-1.0276157,-0.4862315,-0.8785738,-1.4919554,-1.5766292,-0.39402354,-0.7068068,0.17070669,-1.5998669,0.36921087,-0.9394548,1.2913431,0.5097006,-0.3781515,0.06726289,1.3129267,0.3425257,0.5596119,0.6675226,-0.76511496,0.44626373,1.05652,0.857824,-1.4124694,-1.3703824,0.5067248,0.0959858
144,ecg_window_163_1_0.npz,0,-0.64629453,2.5281367,0.25168565,0.5529973,0.3564492,-0.58610106,0.684874,1.3659981,-1.4150832,0.7137487,0.949906,0.08785771,-0.9665808,-0.64519596,-3.1877408,0.1591254,-1.1611997,-0.09843907,0.9649131,-0.011531216,-0.6685729,0.6871118,-0.8045655,-0.2504884,1.2197334,-0.9899475,0.8424154,-1.080258,-1.2344522,-0.7729211,0.595733,-2.2536893,1.5760472,-1.2740576,-0.071845576,0.19275829,-0.14408702,-0.79770184,-0.6127513,-0.9196128,-0.94848365,-0.38683656,0.99672765,0.25715396,0.05912372,0.34824765,0.64061123,1.6732069,1.7223998,1.2831129,1.4424683,-0.42890885,1.1983744,-1.3861364,-0.4279559,0.8552645,-0.016947947,0.92831147,0.6404139,-0.31120893,-0.9728036,-2.1040995,1.4569179,-1.3665159
145,ecg_window_40_1_1.npz,1,-0.13476183,0.3663718,-0.28409195,-1.2443807,-0.06169562,-0.052586082,1.1849967,1.0211793,0.30937472,0.63900465,1.0988235,-1.1179185,-0.9184552,0.59054977,1.2911284,1.1187282,-0.77600205,-0.22836599,0.26532704,-0.23828277,0.7396792,0.8720898,-0.2659429,0.83735305,0.4915298,-0.7580642,0.676175,-0.106164455,-0.93528706,-0.32876793,0.96914166,-0.2437556,-0.008936559,-1.0813085,-0.11018516,-0.6581122,-0.07680884,-0.043678015,0.2136063,-0.7589364,-0.68957865,-0.9054904,-0.28022492,-0.37550724,-0.020995896,-0.4892035,0.5724736,-0.9015251,0.8247191,-0.19183114,-0.14753549,0.21507162,0.7902275,0.9177338,1.0057667,-0.70565015,-0.8939757,0.23128851,0.5737058,0.729881,-0.79273915,-0.19209225,0.42552352,0.09541761
146,ecg_window_111_1_0.npz,0,-0.32821766,1.3631523,-0.27934515,-0.36566696,-0.41458738,-0.70688164,0.70151305,1.1321383,-0.027859993,1.0548996,1.2087563,-0.34464678,-1.1174192,0.61792195,-0.16995566,0.46502617,-0.93290067,-0.54700226,0.20264834,0.79591554,-0.42819712,1.0733542,0.45348373,0.025545048,-0.0498629,-0.92271054,0.73738307,-0.059053272,-0.76727605,-0.85647094,0.6411352,-0.8617414,0.90255344,-1.1611437,-1.0980167,-0.42036524,-0.002802676,-0.072095945,-0.2124771,-0.8186066,-1.3308476,-0.9727842,-0.20127845,0.88903236,0.40377155,-0.7802253,0.64823425,-0.5533584,0.9687167,0.063904636,0.13036755,-0.15235582,1.1856982,-0.23778656,0.17664103,0.36013934,-0.30870596,0.13770731,1.0861872,0.13340087,-0.9273339,-0.4789747,0.22855088,-0.36197236
147,ecg_window_50_1_1.npz,1,0.33523026,2.127274,1.2031034,-0.7785927,0.9062682,-0.61395097,-0.41342372,1.6205686,0.054733466,1.4954233,1.6328295,0.5440361,-1.5253158,0.18652481,-0.14724109,-1.0924203,-1.8404251,-1.0343449,1.1469147,0.98075855,-0.046367288,1.9237087,0.38756335,-0.8226499,-0.91206485,-2.5941615,-1.6379808,-0.35465825,0.5977764,-0.8595814,1.4020053,-1.94807,0.2919494,-1.5088379,-1.6481259,-0.8589061,-0.0007712462,-1.8709193,0.402499,-0.54441875,-1.0267769,-1.1280078,0.03808987,0.3402582,-0.2748554,-0.7859758,-0.16998795,-0.26179338,1.9999639,0.38025308,1.4113798,-0.13268037,1.5677904,0.0870673,0.42197928,0.9296732,0.65482175,-0.33596092,1.6349539,0.14004274,-2.0002701,-1.2295104,0.7367649,-0.6348009
148,ecg_window_101_1_0.npz,0,-0.50813246,1.1160748,-0.061711997,-0.29013717,-0.79009426,-0.67309093,0.7823072,1.1350613,-0.11108771,1.1262146,1.1169003,-0.5104937,-1.0502762,0.3065668,-0.04978443,0.55783355,-0.72281045,-1.093314,0.16990227,0.43684393,-0.39668673,1.0327919,0.44933942,0.091166966,-0.0008732687,-0.729917,0.58254135,-0.044094365,-0.744375,-0.9485828,0.45469716,-0.94586396,0.8568415,-1.0703608,-1.1604228,-0.6949065,0.18678673,0.07219616,-0.5578508,-1.0992739,-1.1638521,-0.9366794,0.28405538,0.6128998,0.22074614,-0.76375157,0.33076233,-0.5887387,0.80380267,-0.01806332,0.25506005,0.19016553,1.1960564,-0.9453937,0.08615171,0.346159,-0.43330038,-0.019294957,1.112767,0.20319474,-0.8401199,-0.389804,0.22175395,-0.34268188
149,ecg_window_28_2_0.npz,0,0.069918744,-0.63490987,0.66658515,1.1251544,0.93320954,0.06868708,-1.4087164,0.83231544,0.24649414,1.0162939,0.80784214,0.33795696,-1.0321205,-0.5575076,0.54841405,-1.049858,-1.2446077,-0.2751327,-0.6853881,-0.017635288,-0.52528995,0.86526155,0.19526173,-0.8646917,-0.7348438,-0.9171525,-0.39228085,-0.27532023,1.0060544,0.99617016,0.18864414,1.1090349,-1.269827,-0.6871466,-0.45543462,1.0013219,-0.38280264,-0.17381324,-0.05740822,-0.22794798,0.92377865,0.45648026,0.4841221,0.47431463,-0.04807905,0.70129323,-0.9554473,0.5047192,1.0105379,0.10800516,0.39978182,-0.090691395,0.89362717,0.06947884,0.076050885,0.40564778,0.67073756,-0.16683206,1.2380477,-0.7987991,-1.0926484,0.5595433,-0.07290369,-0.13737883
150,ecg_window_179_2_1.npz,1,0.60917944,-1.1279712,0.70625544,-0.25678924,0.8328915,0.56850624,-1.0545055,0.6774253,0.60852826,0.7981497,0.8631099,-0.15843193,-0.8991091,-0.6543331,1.6773022,-0.079145566,-1.115862,-0.22478111,-1.3449707,-0.84524703,0.5371151,0.681566,0.09780711,-0.72595036,0.20371802,-0.7390119,-0.2727571,0.19311197,0.84999645,0.89910555,0.41618383,0.38370404,-1.3759183,-0.571526,-0.097805776,0.7587218,-0.32834613,0.389271,-0.103409134,-0.14271067,1.4427195,0.61818886,-0.0070410916,-0.0688953,-0.6755047,1.2885869,-0.6040271,0.5485801,1.1508417,-0.44184992,0.6591761,-0.96807426,0.7440176,1.1606992,0.10020982,-0.4622001,0.16757669,-0.83129966,0.99421626,-0.041366965,-1.0418235,0.7514589,-0.49832726,0.29139176
151,ecg_window_38_2_0.npz,0,-0.05476399,-0.9901889,0.11938298,0.3904216,-0.33506426,-0.22027227,-1.2029098,0.702013,-0.121795215,1.2726617,0.8350033,-0.1487107,-0.84548056,-0.31988266,0.10813751,-0.4687659,-0.77627325,-0.5565346,-1.759752,0.28060144,-0.3514746,0.8888122,0.0564007,-0.8987152,0.28797334,-0.5924242,-0.2815669,0.33733958,1.0417641,1.5969186,0.0018545219,1.2115182,0.3142713,-0.48111203,-0.55109894,0.5049267,-0.2561001,0.79412055,0.081155255,-0.098318,1.197855,0.19653793,0.31945887,-0.10888936,0.16056363,0.58779246,-1.1970836,0.46072283,0.32173872,-0.56942725,-0.17283946,-0.2791891,0.97397506,-0.0012600556,0.48723653,-0.09359791,0.14430887,-0.011907592,1.3722825,-0.85877323,-0.8396721,1.1426634,-1.0927186,0.004827703
